Country Name,Country Code,Series,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
North America,NAC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,58.42,,,,,,74.44,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,95.87,,,,,,71.54,,73.29,77.56,,,,,,,,,
OECD members,OED,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,14.84,,,,,19.51,,,,,,23.41,,,,,
Palau,PLW,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,49.43,46.64,47.5,50.6,50.34,52.68,54.67,55.61,56.49,57.37,,59.03,,59.45,59.17,62.41,63.26,65.55,67.24,,,,,
Papua New Guinea,PNG,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,16.89,,,,,
Paraguay,PRY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,36.93,36.11,41.92,39.2,43.86,51.72,48.97,50.19,53.64,50.34,55.36,61.09,59.2,61.53,61.85,58.93,62.59,63.62,,,,,
Peru,PER,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,61.37,60.35,62.42,62.75,68.39,65.08,71.25,73.44,74.42,74.54,77.45,79.41,80.88,81.84,82.06,81.2,82.65,85.87,86.43,,,,,
Philippines,PHL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,60.13,,,,60.36,,,,64.09,,,,,67.47,,,,,78.32,,,,,
Poland,POL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,91.43,,,,,,91.5,,92.33,92.31,,,,,,,,,
Portugal,PRT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,53.38,,,,,,66.3,,64.14,65.12,,,,,,,,,
Post-demographic dividend,PST,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,86.7,,,,,,,,,,,,,
Qatar,QAT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,83.49,,,,,,,,,,,
Romania,ROU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,81.36,,82.41,80.89,,,,,,,,,
Russian Federation,RUS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,87.07,,,,,,,,,,
Rwanda,RWA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,4.19,,3.83,,,4.32,,,,,10.25,,,,,17.54,,,,,,,,
Samoa,WSM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,6.4,,,,,,,,,9.38,,,,,8.39,,,,,,,,,
Saudi Arabia,SAU,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,5.94,,8.88,,,3.3,,,,,,6.85,,,7.69,,9.29,12.04,,,,,,
Serbia,SRB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,64.34,,,,,,68.66,,89.52,75.84,,,,,,,,,
Seychelles,SYC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,2.98,,,,1.09,7.46,,,10.15,,8.63,,,19.51,,,,18.92,,,,,,
Singapore,SGP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,96.11,,,,,,95.62,,94.92,92.05,,,,,,,,,
Slovenia,SVN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,88.06,,,,,,90.34,,91.29,93.25,,,,,,,,,
Small states,SST,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,7.04,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,49.21,,,,,48.52,,,,,,,
South Asia,SAS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,14.83,,,,,,,,,,5.51,,,,,,,,,,,,,
Spain,ESP,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,65.94,,,,,,63.89,,66.55,67.3,,,,,,,,,
Sri Lanka,LKA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,25.03,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,82.69,,,,,,,,,,,
St. Martin (French part),MAF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,7.62,,,,,,,,,,33.6,,,,30.68,,,,,,,,,
Suriname,SUR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,15.21,,,,,,17.68,,,,24.8,,,,,,,,23.36,,,,,
Sweden,SWE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,92.47,,,,,,93.57,,93.93,92.67,,,,,,,,,
Switzerland,CHE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,82.49,,80.34,79.2,,,,,,,,,
Syrian Arab Republic,SYR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,28.5,,,,,,,,,,,,,,,,,
Tajikistan,TJK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,55.93,,,,,,55.4,,,,,,59.54,,,,,71.63,,,,,,
Tanzania,TZA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,2.13,,3.11,,,,,,3.36,,,,,8.24,,,,,,,,
Thailand,THA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,36.24,,,,,54.83,,,,,,,,54.15,,,57.44,,,,,,,
Timor-Leste,TLS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,50.82,,,,,,,51.89,,,,,,,
Togo,TGO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,0.78,,,,,,9.42,,,,9.7,,,,15.01,,,21.27,,,,,,
Tokelau,TKL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,74.3,,,,,,80.04,,,,,85.15,,,,,,,,,,,,
Tunisia,TUN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,44.19,,,,,,48.78,,,,,
Turkiye,TUR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,43.51,,,,56.49,,,,,,55.87,,,,,,,,,
Turkmenistan,TKM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,19.85,,,,,,,,,,95.63,,,,,,,
Turks and Caicos Islands,TCA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,11.13,9.12,,,,10.44,,,,,15.98,,,,,17.64,,,,,,,
Ukraine,UKR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,91.69,,90.22,,,,,,95.29,,,,,,,,,,
United Arab Emirates,ARE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,91.39,,,,,,93.29,,93.64,,,,,,,,,,
United States,USA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,90.12,,,91.55,,93.02,93.7,94.27,,,,,,
Upper middle income,UMC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,33.15,33.96,33.54,36.53,34.4,33.07,35.31,35.14,36.33,38.9,40.35,,,,,
Uzbekistan,UZB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,72.14,,,,,,73.56,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,7.11,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,42.57,45.5,45.7,47.71,49.18,52.29,56.76,61.35,62.73,66,67.99,69.89,68.66,70.54,70.07,,,,,,,,,
Viet Nam,VNM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,16.42,,28.53,,,,35.57,,,35.1,,48.39,,,55.11,,,,,,,,,
Virgin Islands (U.S.),VIR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,63.56,,,,62.16,,,,,,,,,
World,WLD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,,33.08,,,,,,,30.6,,,,,,,,,,
Zambia,ZMB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,15.17,,16.11,,,,,,20.9,,,30.09,,,28.5,,,,,28.97,,,,,
Zimbabwe,ZWE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,,,,,,,4.94,,,,12.99,12.12,,,,9.76,12.55,,,,13.97,,,,
