"Country.Name","Country.Code","year","cpi","trade_openness","agr_share","Region","IncomeGroup","edu","country","currency_unit","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","gdp_log","k_log","employment_log","cpi_log","trade_openness_log","agr_share_log","edu_log","Y_L"
"Afghanistan","AFG",1973,NA,27.6923087928994,NA,"South Asia","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32115471373221,NA,NA,NA
"Angola","AGO",1973,NA,NA,NA,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Kwanza",33606.765625,32514.119140625,6.496962,3.98780703544617,NA,1.02323377132416,20975.380859375,33851.7265625,34129.1953125,33386.03515625,127543.421875,NA,NA,NA,62272.3671875,54958.12890625,87384.5,309321.28125,NA,NA,NA,0.284384667873383,0.214635714888573,0.0384708978235722,2.451462e-08,0.178917497396469,0.147012367844582,0.150284811854362,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.4086072742939,0.385680556297302,0.219660803675652,0.0812868103384972,-0.0560472793877125,-0.0391881354153156,0.170442834496498,0.0950393602252007,0.194681853055954,0.287203818559647,0.289660304784775,0.0948689356446266,NA,11.0392730620388,NA,1.38324146463159,NA,NA,NA,NA,8153.38326343748
"Burundi","BDI",1973,6.00649350675306,24.3489043362581,63.31363862,"Sub-Saharan Africa","Low income",NA,"Burundi","Burundi Franc",2883.7373046875,3037.51000976562,3.605126,NA,NA,1.09591376781464,2546.91845703125,2715.56225585938,2654.3056640625,2753.43334960938,5183.18798828125,NA,NA,NA,3175.31420898438,2813.87060546875,2977.30517578125,4425.73193359375,NA,NA,NA,NA,NA,0.0321033522486687,80.0260833333333,0.1163664534688,0.115092858672142,0.110949352383614,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.849025309085846,0.0612485781311989,0.0759719982743263,0.0949832275509834,-0.081229142844677,0,0.111699961125851,0.0958586782217026,0.168516889214516,0.128193974494934,0.181422457098961,0.101396791636944,NA,8.06316186988988,NA,NA,1.79284113514201,3.19248685205865,4.14810076597355,NA,NA
"Benin","BEN",1973,NA,41.6121426133332,33.62392031,"Sub-Saharan Africa","Lower middle income",NA,"Benin","CFA Franc BCEAO",6670.96142578125,7338.90478515625,3.113675,NA,NA,1.08875608444214,5790.9990234375,6082.87939453125,6429.185546875,6960.01318359375,6883.00732421875,NA,NA,NA,4152.794921875,5167.587890625,5146.392578125,16223.7294921875,NA,NA,NA,NA,NA,0.0436619073152542,222.889183053227,0.0692225843667984,0.0801982879638672,0.0740817114710808,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.502305567264557,0.0419367887079716,0.329732954502106,0.016616078093648,-0.0766426175832748,0.186051234602928,0.0813837423920631,0.297959476709366,0.0506966412067413,0.37678399682045,0.20945630967617,0.121827557682991,NA,8.33153686169273,NA,NA,NA,3.72839201441928,3.5152377276667,NA,NA
"Burkina Faso","BFA",1973,7.60389036254305,29.231336311371,29.39852092,"Sub-Saharan Africa","Low income",NA,"Burkina Faso","CFA Franc BCEAO",5891.8701171875,6247.90380859375,5.930483,2.80349731445312,NA,1.00944459438324,5729.240234375,6389.76806640625,5711.8056640625,5965.50244140625,4266.18701171875,0.000163406963110901,0.635273694992065,0.680068850517273,4638.59326171875,5282.58447265625,5329.291015625,4007.13330078125,0.0518217496573925,0.934045493602753,1.00250124931335,0.460462599992752,0.312724411487579,0.0405292324721813,222.889183053227,0.123307347297668,0.13368284702301,0.127997696399689,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.871879994869232,0.110724605619907,0.0885152518749237,0.0279125217348337,-0.0502852909266949,-0.0487470887601376,0.118085503578186,0.223677203059196,0.17474277317524,0.15241627395153,0.262650966644287,0.236134395003319,4.92235898971558,8.44216642289934,-2.95994534028477,1.03086767865466,2.02866000612969,3.37524129519656,3.38094436423557,NA,2228.61059162902
"Bangladesh","BGD",1973,NA,18.3946565109774,56.638853,"South Asia","Lower middle income",NA,"Bangladesh","Taka",82237.8515625,81078.21875,67.63753,19.6903915405273,2523.40868598861,1.1702047586441,85205.1796875,87626.1953125,83068.171875,82861.2265625,62464.21875,NA,NA,NA,80625.7109375,113065.765625,103045.6640625,108630.6796875,NA,NA,NA,NA,NA,0.0316957198083401,9.71092198061175,0.0803976505994797,0.0814981833100319,0.0817017331719398,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.992297470569611,0.0292177107185125,0.0359901860356331,0.0093909865245223,-0.0686759427189827,0.00177957327105105,0.0823967158794403,0.120230346918106,0.0252807699143887,0.221419408917427,0.0976729840040207,0.103005044162273,NA,11.2975728718887,NA,2.98013077770103,NA,2.91206021542656,4.0366951984742,NA,4117.65396249853
"Bolivia","BOL",1973,31.4860287891618,56.0343463121241,20.12108262,"Latin America & Caribbean","Lower middle income",NA,"Bolivia (Plurinational State of)","Boliviano",9485.9287109375,10989.8525390625,4.785923,1.902747631073,NA,1.71879017353058,7915.7109375,9397.505859375,9049.44921875,10048.3759765625,24049.654296875,0.000965511950198561,0.40461340546608,0.378190696239471,24621.30078125,21899.126953125,24959.93359375,50395.828125,0.236428961157799,1.21072161197662,1.13529121875763,0.516550183296204,0.110484302043915,0.0402985513210297,2.001e-05,0.132581308484077,0.143583357334137,0.129309490323067,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.599293231964111,0.147466078400612,0.188466966152191,0.335939019918442,-0.135221630334854,-0.135943651199341,0.149379208683968,0.202356040477753,0.0791667923331261,0.0931812301278114,0.138275563716888,0.154605343937874,1.2702614068985,10.1113672326746,-1.44210749182608,0.64329896316288,3.44954391694004,4.02596482972923,3.00176815193503,NA,5775.78043435277
"Bhutan","BTN",1973,NA,NA,NA,"South Asia","Lower middle income",NA,"Bhutan","Ngultrum",515.6318359375,623.712585449219,0.326982,NA,NA,NA,460.681823730469,632.358947753906,498.236358642578,601.262573242188,2332.33764648438,NA,NA,NA,396.725372314453,573.490112304688,646.142211914062,2672.47290039062,NA,NA,NA,NA,NA,0.0389852896332741,7.74203856214968,0.161869674921036,0.158265739679337,0.131146922707558,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.483033090829849,0.285527735948563,0.283157676458359,0.0495056174695492,-0.136838689446449,0.0356145948171616,0.198778361082077,0.148594871163368,0.0989078655838966,0.313625127077103,0.405594527721405,0.136200845241547,NA,5.98324428391832,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","CAF",1973,NA,65.1049252125144,NA,"Sub-Saharan Africa","Low income",NA,"Central African Republic","CFA Franc BEAC",2806.81713867188,2913.5517578125,1.894853,NA,NA,1.08421754837036,2134.85668945312,2871.04956054688,2661.61157226562,2759.59350585938,7890.16650390625,NA,NA,NA,3259.2880859375,2822.74658203125,3648.67260742188,24281.064453125,NA,NA,NA,NA,NA,0.055138673633337,222.889183053227,0.161314889788628,0.148684039711952,0.143404871225357,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.428934335708618,0.266775816679001,0.344678431749344,0.0463653951883316,-0.0439271852374077,-0.0428267754614353,0.225674092769623,0.112056337296963,0.0812232196331024,0.292245745658875,0.425541132688522,0.11862375587225,NA,8.08926407196591,NA,NA,NA,4.17600020245896,NA,NA,NA
"Cote d'Ivoire","CIV",1973,11.1029866698229,68.9858705622116,31.04990114,"Sub-Saharan Africa","Lower middle income",NA,"Côte d'Ivoire","CFA Franc BCEAO",17559.732421875,15819.0703125,5.841506,2.05333948135376,NA,1.05914902687073,15254.9755859375,16910.916015625,16933.40625,16378.4794921875,11364.578125,0.000540588865987957,1.04086792469025,1.07409608364105,23260.73828125,17079.220703125,21182.3984375,37960.91796875,0.188884854316711,1.17062520980835,1.05432963371277,0.569371581077576,0.20130267739296,0.0520495660603046,222.889183053227,0.128146275877953,0.150014042854309,0.155096754431725,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.714335680007935,0.101104691624641,0.2170679718256,0.205319046974182,-0.181267216801643,-0.056560143828392,0.130411580204964,0.351465821266174,0.120691500604153,0.255909651517868,0.240334898233414,0.325930953025818,3.95079946517944,10.0545221659494,-1.66661768600193,0.719467483038628,2.40721414147904,4.23390170916741,3.43559562447748,NA,7704.06961739738
"Cameroon","CMR",1973,10.3847487003839,44.6908940961693,30.7928263,"Sub-Saharan Africa","Lower middle income",NA,"Cameroon","CFA Franc BEAC",12595.0771484375,12592.8779296875,7.052849,2.98275423049927,NA,1.23271787166595,10212.90625,12994.681640625,12179.134765625,12009.830078125,21885.630859375,0.00096793269040063,0.443853169679642,0.479978770017624,19761.43359375,16784.02734375,19505.09375,29452.275390625,0.128477051854134,1.35911798477173,1.30461800098419,0.555014967918396,0.10912723839283,0.0483433753252029,222.889183053227,0.201827332377434,0.212246969342232,0.21523904800415,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.642630875110626,0.231624916195869,0.207748010754585,0.0744564011693001,-0.0825975611805916,-0.07386264950037,0.227743998169899,0.250501245260239,0.12165878713131,0.394213825464249,0.33737787604332,0.302332818508148,2.32023119926453,9.89148751896121,-2.05200497538776,1.09284711209454,2.34033825870923,3.79976976937242,3.42728175051358,NA,4221.89592455281
"Congo, Dem. Rep.","COD",1973,15.6427621238194,NA,NA,"Sub-Saharan Africa","Low income",NA,"D.R. of the Congo","Franc Congolais",61173.37890625,60761.50390625,21.690443,7.90019178390503,NA,1.13384771347046,50784.296875,64074.16796875,60638.1640625,59747.5,94061.0859375,NA,NA,NA,60342.484375,50128.8046875,53137.15234375,61650.69921875,NA,NA,NA,NA,NA,0.0207996387034655,2.73330870789372e-12,0.0683672428131104,0.0755990520119667,0.0767260119318962,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.450055599212646,0.222433909773827,0.399926364421844,0.0277767442166805,-0.014288080856204,-0.0859045013785362,0.0930639579892159,0.10323378443718,0.0405748970806599,0.368633687496185,0.559622883796692,0.156847670674324,NA,11.0077916848022,NA,2.06688703562198,2.75000832590641,NA,NA,NA,7691.1428947888
"Congo, Rep.","COG",1973,NA,74.9999917218543,15.72847682,"Sub-Saharan Africa","Lower middle income",NA,"Congo","CFA Franc BEAC",2284.60717773438,5033.2783203125,1.448637,0.472166001796722,NA,1.20130634307861,3067.62377929688,3642.89477539062,2226.0791015625,3439.19775390625,5789.60693359375,NA,NA,NA,5291.7802734375,3692.95385742188,5740.76708984375,14926.642578125,NA,NA,NA,NA,NA,0.0482683666050434,222.889183053227,0.172273337841034,0.233385995030403,0.151063054800034,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.531590461730957,0.167268976569176,0.360368609428406,0.458669096231461,-0.579071164131165,0.0611740127205849,0.230519950389862,0.559268295764923,0.0863519981503487,0.10491019487381,0.26509028673172,0.497295320034027,NA,8.57391000385839,NA,-0.750424656506211,NA,4.31748800316103,2.75547287957803,NA,10659.9761549105
"Comoros","COM",1973,NA,NA,NA,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Comoro Franc",749.663940429688,919.793151855469,0.244208,NA,NA,NA,651.123229980469,1001.66809082031,749.491943359375,903.332153320312,4475.423828125,NA,NA,NA,740.196472167969,606.824462890625,754.095153808594,3671.26733398438,NA,NA,NA,NA,NA,0.0360051617026329,222.887294303251,0.108533978462219,0.0869652107357979,0.0721547603607178,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.43886786699295,0.388057559728622,0.281933695077896,0.0459694117307663,-0.195395514369011,0.0405669845640659,0.128029957413673,0.0469020642340183,0.0781858488917351,0.218288466334343,0.190583139657974,0.045805349946022,NA,6.60691565388824,NA,NA,NA,NA,NA,NA,NA
"Cabo Verde","CPV",1973,NA,NA,NA,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Cabo Verde Escudo",450.302459716797,503.021118164062,0.271068,NA,NA,NA,357.61328125,637.806030273438,472.837585449219,509.166717529297,2105.28466796875,NA,NA,NA,604.519409179688,505.676971435547,685.881225585938,2152.95678710938,NA,NA,NA,NA,NA,0.0351384654641151,24.5151666665833,0.275829017162323,0.242912784218788,0.225580930709839,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.556356132030487,0.550296723842621,0.14599397778511,0.0830503553152084,-0.18467390537262,-0.151023253798485,0.288003861904144,0.200901418924332,0.22943302989006,0.322218835353851,0.386602699756622,0.240253314375877,NA,6.40443377736353,NA,NA,NA,NA,NA,NA,NA
"Djibouti","DJI",1973,NA,NA,NA,"Middle East & North Africa","Lower middle income",NA,"Djibouti","Djibouti Franc",1361.4013671875,1679.1240234375,0.190568,NA,NA,NA,1283.95275878906,1384.96154785156,1294.03393554688,1280.02478027344,573.95263671875,NA,NA,NA,891.402893066406,981.078918457031,817.1591796875,470.113983154297,NA,NA,NA,NA,NA,0.0391338653862476,179.942333332333,0.0914983525872231,0.0936219096183777,0.0946465507149696,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.680162012577057,0.0789116099476814,0.322906672954559,0.207966819405556,-0.289947122335434,4.5871702269995e-11,0.0999068096280098,0.120615042746067,0.0737870112061501,0.179429888725281,0.151634469628334,0.284043222665787,NA,6.79279650603827,NA,NA,NA,NA,NA,NA,NA
"Algeria","DZA",1973,6.17283950622715,57.0934265311372,NA,"Middle East & North Africa","Lower middle income",NA,"Algeria","Algerian Dinar",107685.1328125,131344.859375,15.709825,2.15883564949036,NA,1.19508814811707,61129.7265625,109652.578125,104614.171875,120251.6640625,454662.0625,NA,NA,NA,109457.734375,64660.35546875,88060.78125,347317.875,NA,NA,NA,NA,NA,0.0420921146869659,3.96249541224223,0.102835893630981,0.0882253497838974,0.076752558350563,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.321708559989929,0.403510838747025,0.186639726161957,0.170976534485817,-0.0728909820318222,-0.0099446615204215,0.133148938417435,0.0698187947273254,0.0505856797099113,0.0927032604813576,0.257690906524658,0.0768842101097107,NA,11.6032937662834,NA,0.769569025193891,1.82015894375855,4.04468898798828,NA,NA,60840.6014631114
"Egypt, Arab Rep.","EGY",1973,5.11218403908757,31.6962722041531,26.5749312,"Middle East & North Africa","Lower middle income",NA,"Egypt","Egyptian Pound",45206.46484375,46233.515625,36.896554,8.29086971282959,NA,1.20451951026917,44499.21484375,45786.29296875,43350.4453125,43460.58984375,12889.4501953125,0.000522863585501909,1.50969624519348,1.58958387374878,102375.6328125,109168.46875,102292.828125,40488.046875,0.0263648498803377,1.66297721862793,1.70614516735077,0.392683476209641,0.492527157068253,0.0645933151245117,0.397956243179606,0.198153436183929,0.221207171678543,0.220646545290947,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.546748638153076,0.0296147968620062,0.477149456739426,0.103917516767979,-0.0801451504230499,-0.0772852450609207,0.264198541641235,1.01826369762421,0.122474677860737,0.247260391712189,0.262523889541626,0.725689709186554,21.7466602325439,11.5364040024549,-3.63572359991549,2.11515487472157,1.63162671781366,3.45619907788477,3.27996833532532,NA,5576.43736138521
"Eritrea","ERI",1973,NA,NA,NA,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","ETH",1973,8.91358024695813,NA,NA,"Sub-Saharan Africa","Low income",NA,"Ethiopia","Ethiopian Birr",20114.97265625,20820.0234375,31.036662,12.7567930221558,NA,1.02027034759521,18151.451171875,19265.8359375,19415.697265625,19613.970703125,15688.953125,NA,NA,NA,25351.77734375,22340.431640625,19698.560546875,39168.5078125,NA,NA,NA,NA,NA,0.0340642146766186,2.098749999,0.149909064173698,0.15761624276638,0.156022951006889,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.713996231555939,0.0568158477544785,0.211438581347466,0.0669453963637352,-0.0492063164710999,1.02683916338719e-05,0.174639388918877,0.283153265714645,0.0663985088467598,0.180264502763748,0.220809057354927,0.274432867765427,NA,10.1406041187411,NA,2.54606391577577,2.18757598422539,NA,NA,NA,1632.07346872683
"Micronesia, Fed. Sts.","FSM",1973,NA,NA,NA,"East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghana","GHA",1973,17.6829268231711,37.8463296201085,48.986004,"Sub-Saharan Africa","Lower middle income",NA,"Ghana","Cedi",39372.8203125,39410.74609375,9.493556,3.58190822601318,NA,1.33520424365997,23706.767578125,34742.58203125,40416.88671875,40389.87890625,139836.984375,NA,NA,NA,29155.646484375,25454.716796875,29133.92578125,120083.8125,NA,NA,NA,NA,NA,0.0608555749058723,0.00017743702547172,0.130323648452759,0.103560477495193,0.103629730641842,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.521877586841583,0.273232132196426,0.0650706440210342,0.0557868853211403,-0.0379483737051487,0.121981143951416,0.136457949876785,0.0460687167942524,0.0811254978179932,0.164570227265358,0.191647127270699,0.0453559048473835,NA,10.2804038774586,NA,1.27589568243179,2.87259958780556,3.63353400345375,3.89153462465679,NA,11002.7235783246
"Guinea","GIN",1973,NA,NA,NA,"Sub-Saharan Africa","Lower middle income",NA,"Guinea","Guinea Franc",12858.248046875,13674.1083984375,4.357357,NA,NA,NA,13071.5107421875,13713.3740234375,12231.5869140625,12767.0556640625,9373.5390625,NA,NA,NA,5719.9970703125,6052.31494140625,5924.45947265625,4146.5576171875,NA,NA,NA,NA,NA,0.0391424968838692,110.634084623884,0.0758303850889206,0.079226016998291,0.0759031698107719,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.946022391319275,0.0502749569714069,0.0778245702385902,0.0670237392187119,-0.0888391509652138,-0.0523065328598022,0.0736555159091949,0.148377969861031,0.102267749607563,0.178804144263268,0.193711072206497,0.11602820456028,NA,8.65172357219058,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","GMB",1973,6.91860844589019,77.48375,32.2265625,"Sub-Saharan Africa","Low income",NA,"Gambia","Dalasi",1579.01696777344,1597.54650878906,0.507432,NA,NA,1.06216955184937,1426.52648925781,1510.51403808594,1512.88903808594,1531.61865234375,1619.78967285156,NA,NA,NA,1296.81433105469,1111.39526367188,1076.1572265625,1394.03308105469,NA,NA,NA,NA,NA,0.0295604132115841,2.89468343630175,0.142785787582397,0.144816443324089,0.143045544624329,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.804091036319733,0.0548358000814915,0.12729386985302,0.0461571961641312,-0.0633475780487061,0.0309696719050407,0.144211038947105,0.179307237267494,0.133782744407654,0.172220528125763,0.191873624920845,0.186810880899429,NA,7.16766602145131,NA,NA,1.93421465777358,4.35006823695456,3.47279103484916,NA,NA
"Guinea-Bissau","GNB",1973,NA,46.7863184324911,42.88252786,"Sub-Saharan Africa","Low income",NA,"Guinea-Bissau","CFA Franc BCEAO",1132.70947265625,914.801513671875,0.746173,NA,NA,NA,1167.61499023438,1359.3974609375,1024.27954101562,891.386169433594,2235.57055664062,NA,NA,NA,1212.35388183594,950.420471191406,1195.98645019531,2010.689453125,NA,NA,NA,NA,NA,0.0209058672189713,0.377156410252565,0.392537534236908,0.392249882221222,0.450728863477707,"Extrapolated","Extrapolated","Market-based","Outlier",NA,NA,NA,0.602151930332184,0.215150758624077,0.707734882831573,0.0654121562838554,-0.575697422027588,-0.0147523116320372,0.664810419082642,0.390498429536819,0.160883501172066,0.375425159931183,0.287260234355927,0.382194399833679,NA,7.10031910572371,NA,NA,NA,3.8455908189975,3.7584644669839,NA,NA
"Honduras","HND",1973,5.19320162691133,65.3150720720587,28.00000153,"Latin America & Caribbean","Lower middle income",NA,"Honduras","Lempira",7736.50341796875,7755.94189453125,2.968989,0.834245264530182,NA,1.51039886474609,6688.25830078125,7727.08349609375,7689.44580078125,7861.1669921875,12822.515625,0.000549400108866394,0.673561573028564,0.661698222160339,10372.2587890625,8753.9384765625,10787.2607421875,32127.982421875,0.144643038511276,1.36630821228027,1.24108350276947,0.576494693756104,0.157975196838379,0.051352821290493,2.00000000083883,0.134982764720917,0.141570672392845,0.138478174805641,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.723863124847412,0.132146447896957,0.126934021711349,0.230840280652046,-0.22307875752449,0.00929490197449923,0.137818440794945,0.183985620737076,0.118811808526516,0.135998293757439,0.149538412690163,0.14830856025219,1.6383683681488,9.24689009708606,-1.93348637515242,-0.181227837686594,1.64735039078115,4.17922282239132,3.33220456481806,NA,9296.95645188844
"Haiti","HTI",1973,22.7389194789195,NA,NA,"Latin America & Caribbean","Lower middle income",NA,"Haiti","Gourde",6377.2548828125,7140.7333984375,4.918625,1.96359992027283,NA,1.1743391752243,5839.7587890625,7220.40673828125,6695.7373046875,7299.1669921875,22977.576171875,NA,NA,NA,11064.0380859375,6068.36181640625,6653.5537109375,19103.947265625,NA,NA,NA,NA,NA,0.0206036642193794,5.00000000335534,0.0981893613934517,0.0924568846821785,0.0848133787512779,"Extrapolated","Extrapolated","Market-based","Regular",NA,NA,NA,0.779670774936676,0.189151436090469,0.0203874856233597,0.111309431493282,-0.108552008867264,0.00803286768496037,0.0911250784993172,0.0682100802659988,0.368346005678177,0.106464967131615,0.176668494939804,0.0643068850040436,NA,9.31145531566852,NA,0.674779482599207,3.12407797087505,NA,NA,NA,3636.55209226396
"India","IND",1973,16.9408159791736,8.93209601877255,41.60382462,"South Asia","Lower middle income",NA,"India","Indian Rupee",906032.1875,909386.25,594.770134,214.002212524414,2074.82915848103,1.2079758644104,821293.25,972597.1875,911825.5,912842,2225419.5,0.0801475048065186,0.379374772310257,0.403980016708374,715103.8125,642078.875,702853.25,2356270.75,0.0544516183435917,0.68189948797226,0.66171258687973,0.753750383853912,0.0904472768306732,0.0348232425749302,7.74203856214968,0.0929685607552528,0.0952499732375145,0.0951439142227173,"Interpolated","Extrapolated","Market-based","Regular","Low capital share",NA,NA,0.696213841438293,0.165750399231911,0.203496381640434,0.0162264313548803,-0.0170884914696217,-0.0645985677838326,0.108652926981449,0.107633739709854,0.0393082797527313,0.200382992625237,0.201686948537827,0.0645613893866539,0.520997107028961,13.4801830034445,-2.91044270839945,5.36598635386754,2.82972585684621,2.18965108389467,3.72819210102195,NA,4249.42452357241
"Iran, Islamic Rep.","IRN",1973,9.81948673318762,54.0978869207957,9.868775695,"Middle East & North Africa","Lower middle income",NA,"Iran (Islamic Republic of)","Iranian Rial",184893.453125,262796.875,30.905707,7.54006147384644,NA,1.13794386386871,121906.578125,172606.65625,178281.21875,228073,686563,0.0299113728106022,0.990858972072601,0.749461889266968,501546.21875,154199.28125,264841.28125,1041018.1875,0.152473732829094,2.9172248840332,1.59159517288208,0.35036438703537,0.110120706260204,0.0524949245154858,68.8869002595305,0.137155324220657,0.151893571019173,0.118732921779156,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.403312772512436,0.222297579050064,0.131194055080414,0.437365502119064,-0.136777967214584,-0.0573919638991356,0.130909457802773,0.187331169843674,0.15635621547699,0.0609067417681217,0.117306940257549,0.0946714654564857,1.14829003810883,13.1254510431545,-1.88076294151397,2.02023033501666,2.28436885350421,3.99079512632429,2.28937580269164,NA,34853.412788681
"Jordan","JOR",1973,11.1297071121337,NA,8.061915511,"Middle East & North Africa","Lower middle income",NA,"Jordan","Jordanian Dinar",5043.923828125,5415.78662109375,1.948442,0.37934547662735,NA,1.40960454940796,5463.4580078125,6317.4736328125,5019.927734375,5256.548828125,9117.095703125,0.00029908146825619,0.97106921672821,1.16639828681946,13048.6640625,12234.3037109375,13270.8564453125,18880.8671875,0.0589084140956402,1.80530142784119,1.64648962020874,0.474717825651169,0.237526059150696,0.0355718210339546,0.32857086795213,0.159991383552551,0.165780380368233,0.158317849040031,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.567842483520508,0.162467017769814,0.471519738435745,0.0851540416479111,-0.353416532278061,0.0664332807064056,0.197960585355759,0.202814668416977,0.114265784621239,0.128444895148277,0.176497176289558,0.1717718988657,2.8536901473999,9.47644103682095,-2.83177134461145,-0.969307941277712,2.40961784976903,NA,2.08715118473433,NA,14276.6606030048
"Kenya","KEN",1973,9.28119422332106,56.0628486849596,31.8774963,"Sub-Saharan Africa","Lower middle income",NA,"Kenya","Kenyan Shilling",26489.44921875,24992.2890625,12.600797,5.11529397964478,NA,1.33966219425201,21006.943359375,25245.65234375,25508.384765625,24583.90625,56760.86328125,0.00199286523275077,0.453849345445633,0.465802133083344,35264.46484375,28518.744140625,34913.4609375,80895.7265625,0.137942507863045,1.26598572731018,1.14443051815033,0.608670234680176,0.171598479151726,0.0357082523405552,7.0203836880377,0.138681173324585,0.144714593887329,0.150156587362289,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.67467188835144,0.172418013215065,0.179827973246574,0.106281563639641,-0.18474255502224,0.0515431389212608,0.146314650774002,0.174616083502769,0.110042169690132,0.167199298739433,0.129711076617241,0.112432040274143,1.41525065898895,10.4706310742471,-1.98091829031894,1.63223487177837,2.22799022637641,4.02647335937532,3.46190031570623,NA,4885.79721164639
"Kyrgyz Republic","KGZ",1973,NA,NA,NA,"Europe & Central Asia","Lower middle income",NA,"Kyrgyzstan","Som",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653179168701172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodia","KHM",1973,NA,NA,NA,"East Asia & Pacific","Lower middle income",NA,"Cambodia","Riel",9076.9306640625,9569.1552734375,7.449238,3.13807845115662,NA,1.21947646141052,8793.7783203125,9470.2138671875,8743.8701171875,9434.658203125,12268.4697265625,NA,NA,NA,8426.8359375,8634.572265625,8802.0830078125,12574.7197265625,NA,NA,NA,NA,NA,0.0338543727993965,19.2181500826508,0.0727862417697906,0.0739223286509514,0.0685098916292191,"Extrapolated","Extrapolated","Estimated","Regular",NA,NA,NA,0.867741942405701,0.071696862578392,0.0643298327922821,0.00877783447504044,-0.050358772277832,0.0378122702240944,0.0750085413455963,0.0886917486786842,0.0428097881376743,0.17836157977581,0.195540562272072,0.0737915188074112,NA,9.03917664691071,NA,1.14361065436692,NA,NA,NA,NA,3049.36776514002
