Data Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country.Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,COL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,27.28640391,26.60844648,26.89221812,26.85938498,25.86728483,25.08737045,23.51911012,24.13060217,24.12896858,24.38210333,23.88646978,23.62860954,25.04703022,23.04046127,21.46587742,19.3599007,19.24774041,18.76512134,18.71389528,17.40892977,16.9906943,17.47692531,18.06373867,16.74929428,16.05719099,17.066781,17.45479816,16.79394339,14.96782924,14.83153787,14.01806597,12.76881903,12.60647115,13.23578965,13.00077152,8.305719533,8.320972677,8.510005177,8.328774165,7.910983162,7.527266702,7.186769531,6.934558676,6.68738485,6.689740696,6.324853876,6.091696108,5.582687054,5.392714954,5.446957215,5.980424808,6.606412266,6.389663553,6.22570969,6.410720822,7.508480467,7.770950686,8.874663132
Comoros,COM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,29.37529273,29.375492,29.37683988,29.37551356,29.37648692,29.3762234,29.37623465,29.376565,29.3759771,29.37585488,29.37590835,29.37656194,29.37653842,29.37584803,29.37626966,29.37647067,29.37611056,29.375999,29.37584348,29.37635894,29.37631994,29.37628658,29.37601242,29.37612727,29.37601992,29.37627389,29.37634063,28.95664626,29.13891501,30.0330064,30.4160595,30.56422084,30.17296341,30.78986256,30.01145051,30.59862821,31.36847203,31.89888687,33.72015306,35.62009799,35.79740358,35.51165241,36.41219601
"Congo, Dem. Rep.",COD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54402804,56.54398926,33.26198154,47.50000059,46.49996743,52.36616493,31.97235827,32.87090402,26.58377932,26.05383881,23.87935949,21.57938225,21.21006065,21.6022053,22.61867977,23.6746667,21.42849112,20.91707601,20.44106071,19.31666763,18.56251731,18.3703885,18.59975364,19.7026975,18.88734319,19.43498871,20.88341888,19.04363013,17.73548483
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.60046332,20.49180087,19.80472225,20.95408198,21.10970788,19.13580059,19.18819188,19.8630171,19.61414791,17.70683176,17.89473684,17.13640909,16.42512077,15.72847682,15.11710433,14.47688564,13.47753744,15.42553191,16.03630862,14.31372549,11.68146781,7.882591841,7.85915493,7.582582583,6.91704747,7.447436135,12.08970312,11.93728588,13.8670698,12.9345403,12.86089239,11.31780929,11.52756311,11.24851993,10.31393786,10.4525658,8.986689236,9.139190086,10.95556908,8.355757952,5.304252999,5.799931651,6.261580123,6.275223939,5.509406303,6.104237867,4.813146418,4.919811081,4.248150972,5.279933275,4.038534521,3.983936192,3.798774923,4.260083078,4.557656763,5.810583781,6.763657064,7.309943112,6.788394311,7.346986944,10.69043089,9.096748689,8.041910694
Costa Rica,CRI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.35203451,25.86624173,25.8268969,24.46389466,24.56903447,23.52042645,23.1811409,23.20075912,23.27813259,23.14996511,22.519734,20.42454899,20.09420872,20.22750511,19.41932716,20.33847887,20.37619223,21.8854801,20.41372629,18.50140494,17.80463914,23.01905144,24.49471891,21.99746354,21.20790696,18.86663184,20.89773959,18.07063775,17.94864683,17.22039385,15.78742116,11.94455699,11.90014911,11.82823001,12.31996798,12.75812745,12.10249641,12.50309134,12.61896885,11.10969297,9.248823187,8.37953627,8.42775029,8.840078009,8.852408768,8.622236946,8.429828197,7.915311043,6.976960469,7.049629701,6.485189408,5.599872122,5.130841914,4.783350933,4.88788379,4.749110429,4.914355787,4.699776332,4.483828337,4.202051163,4.34422556,4.366713259,4.140073621
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.90792295,46.40683488,45.90405268,44.16710415,39.80135978,39.6184607,37.44038089,34.75976223,35.56115871,33.56880415,31.86676514,30.88032896,29.80047164,31.04990114,25.46684645,28.24445816,24.4793521,24.2658516,25.88063721,26.40238586,25.88027326,26.53399835,24.12531339,21.88195713,24.13447098,26.53757892,28.4615445,29.18235257,32.03932189,32.71644011,32.49842767,33.29394293,34.00968692,28.21520627,25.26363051,24.7276058,16.52672526,15.1463001,15.54161877,15.2177671,16.19515451,17.27709755,18.73731416,20.77602022,16.64001898,16.06518536,15.94479491,15.57874633,16.18548418,15.24958164,17.48891707,18.48667149,16.37514988,15.34290194,15.24175553,18.36204169,17.43496841,16.94098715,17.8526014,15.68820636,16.93341548,16.18055296,15.7838524
Croatia,HRV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.650061722,5.592986549,5.242297372,5.318634163,5.404065417,4.968818864,4.963677088,4.842139307,3.934895214,4.415664084,3.865423877,3.976729476,3.688614287,3.877615456,3.986781181,3.643892833,3.622522548,3.282200684,3.440296734,2.933280394,2.951277432,3.041168366,2.867962121,2.926257786,2.840203285,3.051998179,3.276747632,3.061845148
Cuba,CUB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,12.12135728,12.1190412,12.11891375,12.12324247,12.13259545,12.11299192,12.10746511,12.11827635,12.14488293,12.17936285,12.01497227,12.07983093,12.17233028,12.27791869,12.35176141,11.19302154,12.40412282,12.63482772,12.80586019,12.72097417,13.04054905,12.7759468,12.42661938,9.571153019,7.899807702,6.883297723,7.133444054,7.186811498,6.117422051,6.124179679,6.601255014,6.379567205,5.945728703,5.745211859,5.47443918,4.363652218,3.405014523,3.908101679,3.817038695,3.930412371,3.614289268,3.604870271,3.850097756,3.924923524,3.93770589,3.835754159,3.93833885,3.800181012,3.782372948,3.567326323,2.761947168,0.881940963,0.800262313
Curacao,CUW,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547435712,0.854068446,0.617357971,0.588146487,0.559760349,0.588865493,0.557540406,0.63715195,0.643381307,0.458352592,0.441001801,0.309495091,0.188964281,0.227823204,0.207328309,0.205942605,0.169567208,0.166280974,0.214779296,0.231767605,0.268419351,0.259155034,0.266291097
Cyprus,CYP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,15.7198437,15.90295915,13.21200322,10.91807019,10.241347,9.588316752,9.25799218,9.269194977,7.900060927,8.942722755,7.488869054,7.327126823,7.431750415,7.174707202,6.929860066,6.859176782,6.191348558,5.723677562,5.612727121,5.067521817,4.776114854,4.57821976,3.920349553,4.334543297,3.898942831,3.647264681,3.860797129,3.788259648,3.352910421,3.083316771,2.738528,2.27597244,2.02354111,2.093313391,1.988820322,2.057655757,2.145318718,2.001274969,2.036335667,1.844881932,1.867984518,2.143762199,1.852022519,1.728541444,1.765236536,1.849060646,1.625008073,1.591676567
Czechia,CZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.256001585,4.273374433,4.036068273,3.894754969,3.489252287,3.506962734,3.217600843,3.250528331,3.203527086,2.659586723,2.440027314,2.415394613,2.284635292,2.164955432,2.088905575,1.919927972,1.756787513,1.540596113,1.982510992,2.251185645,2.364771166,2.413452542,2.211213873,2.087047124,2.057606888,1.93625259,1.860848437,1.960613621,1.845362946,1.901663567
Denmark,DNK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,6.689240852,5.754939159,5.404248699,5.621527262,4.604334586,4.55788319,4.785831206,5.276244267,5.15634977,4.414290309,4.297087667,4.66357991,4.709023463,3.973380656,4.074480055,4.329511733,4.652489075,4.031270423,4.653382412,4.219365367,3.877308952,3.451513146,3.16196042,3.501210567,3.287367875,3.029721984,2.791784298,2.692130741,2.60094893,2.851901647,2.792696277,2.637124679,2.144602515,1.940990842,2.151853226,2.339509415,1.781116432,1.610785803,1.622526497,1.145643591,1.165189899,1.174415576,0.857790957,0.833588856,1.20190857,1.31213399,1.65472753,1.302127587,1.382462598,0.957580201,0.961160974,1.30480036,1.026569351,1.266288876,1.381903383,1.088994751,1.172889943
Djibouti,DJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.194871772,1.227403863,1.059007526,0.99558772,1.294240952,1.416710012,1.519351222,1.67900958,1.839328951,1.82023657
Dominica,DMA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,24.6805674,25.83520148,22.56619309,21.46028985,20.87536478,19.62077962,18.76183419,18.27027164,18.37940779,20.11747454,19.75718352,18.87135356,15.49083939,16.34244107,15.68187947,14.82214064,14.16007965,14.40579426,12.16659246,12.97185651,12.54415881,12.06534101,12.1373151,11.90399502,11.29497578,10.840012,11.03847067,11.19785363,11.48766129,10.50129071,10.44642308,11.5648568,12.55206361,11.46602867,12.50101643,12.01960082,13.98468857,13.44900225,14.05557572,16.27180522,13.40515129,11.02357999,11.98316325,15.1559447,16.95815157,15.82597769
Dominican Republic,DOM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,23.24062606,21.91279602,20.33243139,20.32249096,21.30028444,23.23796701,22.23822382,20.57965181,22.22790856,22.15196363,21.4714381,19.04846261,20.06714482,18.7204292,18.67316505,19.7595137,17.85407271,17.06703559,16.10524152,16.51716491,13.10040823,17.36714528,11.8686287,15.7470973,13.82777652,13.42282387,12.50573116,12.01283711,10.78149619,9.994485201,9.81477761,9.193402464,9.144299035,8.991809962,7.821030714,6.718342047,6.997518613,6.805119218,6.693849844,7.020472993,7.211935284,6.85871932,6.511573911,6.335822168,6.137352516,6.057457826,5.636860249,5.401093851,5.304865946,5.193456291,5.484695931,5.507273224,5.342666643,5.147782819,5.227288926,6.041477525,5.665782146,5.787991236
Ecuador,ECU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.65485953,34.03539833,35.25290294,34.19574995,31.83585662,31.31307882,28.03374593,28.40553806,29.28189425,26.25217999,26.02927792,25.25878165,25.83565188,25.37549905,24.09384278,22.35518223,20.11773009,18.70307224,18.20012391,16.02256886,16.11089455,15.76643949,15.92606537,16.90084513,18.61334038,18.87894981,20.81149147,21.34757163,22.01080362,22.40069086,20.52100539,20.86307683,18.922117,23.40315896,22.14594596,21.91216882,20.7500581,20.10877373,17.47594546,17.57135182,12.40117542,10.47014849,9.4340039,9.050128131,7.968919516,7.726325546,7.719678652,7.648394217,7.349375701,8.61225542,8.330210259,7.908539175,6.99944109,6.963208805,7.40439967,8.020496297,8.072125859,7.90222041,7.645058947,7.786764671,8.385748103,7.99784979,7.176291605
"Egypt, Arab Rep.",EGY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.64882578,27.15307948,24.62782577,24.42186213,23.1990232,25.69410726,24.88447225,24.15575193,25.38007089,25.54367995,24.10982009,22.93154013,23.74968725,26.5749312,28.80749229,27.66554856,26.01497479,24.81881631,23.39454237,20.05644264,16.58186085,21.62056567,18.04862843,19.04511278,18.10759494,17.10455764,17.39002268,19.63300893,18.04545503,18.69480494,18.5125262,16.9866672,15.58590942,15.73904639,15.71428571,15.71078431,16.11508282,15.75103422,15.88448156,15.90864759,15.53807704,15.35126847,15.40485616,15.28670659,14.26993612,13.98165274,13.23720253,13.42012621,12.63024009,12.99794665,13.34075916,13.8691051,11.27276423,11.27434814,11.33770549,11.39406107,11.76931761,10.98638056,10.83024909,10.69713544,11.1668239,11.43693261,10.94575348
El Salvador,SLV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,41.37538167,38.68663396,38.50440484,37.3989921,36.24928531,40.44063129,39.1967086,38.05906372,39.82750014,37.28960069,35.33320939,39.33375971,43.0059442,37.03627924,38.90242459,37.95789371,34.38962328,32.59351473,31.18053491,28.94212536,26.91180798,27.42891518,20.75359512,20.97519499,18.31002696,16.01367717,15.79239198,12.96503235,12.72881039,12.46178209,11.52887916,10.8503279,10.91455684,9.468184644,7.933731572,7.172784777,6.686492598,5.822984198,5.488397134,5.727925913,6.171656008,6.046166567,6.993107705,7.090108407,6.668590732,6.981708507,7.330191907,6.514356254,5.613306559,5.866872154,5.52976674,5.732153907,5.393009141,5.13276853,5.146433522,5.354800473,4.812255149,4.675743976
Equatorial Guinea,GNQ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518255278,1.372884044,0.89269612,1.058199791,1.061371286,1.053502388,1.055657092,1.19199068,1.294248772,1.888390876,2.332239209,2.315463397,2.257979688,2.437878574,3.151573839,2.876612413,2.501266756
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3517172,19.43513447,21.91316561,18.81166707,16.22737377,15.11534275,23.36708701,22.72233597,12.59042177,15.1638444,13.60181006,11.82992122,10.6422743,22.60000021,24.5999999,24.26598059,16.77630738,14.12422744,,,,,,,,,,,,,
Estonia,EST,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.130641262,4.128131479,4.088736458,5.051827973,3.628147187,3.885009588,3.493968644,3.553520705,3.460192813,3.619498686,3.287314857,3.144337837,3.925540447,3.401437135,2.471168684,3.17107207,3.679867959,3.315463209,3.088110995,3.164269996,2.85804689,2.113609997,2.386205466,2.089400442,2.307883659,2.000179876,1.969940228,2.493275761
Eswatini,SWZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.53075845,30.26073036,34.75005868,38.79587936,36.84177642,33.06772908,35.70127505,27.52808989,23.15789474,29.08366534,30.08739076,33.50409836,35.90425532,29.87012987,27.72828508,24.85928705,25.73839662,26.096823,31.39770425,28.53848371,19.51716377,19.28528648,16.41254069,13.93243898,17.77930089,16.9470405,18.97106109,14.17640629,13.8117333,13.04847286,8.871486638,9.83193216,7.719655179,8.870007934,11.42108289,10.07948034,11.98418778,10.8705419,11.0243645,11.11877168,12.31597575,12.09922052,12.50254377,12.38526361,9.659472724,10.9717566,11.18421584,10.75417526,9.999453904,9.250385772,10.15621273,9.71988392,10.20333564,10.11581049,9.234248843,9.354311403,8.959862917,8.427761974,8.527127273,8.542233902,8.118437723,8.100368351,8.586114292
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,53.4066119,51.96007707,53.05338064,46.73226262,51.29852166,49.74519624,47.9289168,47.41014458,47.21292569,48.28647385,57.23794394,62.27747888,58.48603924,51.41657915,50.66069174,49.91984083,52.71375206,47.86758522,44.37820248,44.66601795,42.34057112,38.69237169,37.28505541,38.67975495,41.17449856,42.52417012,42.26501219,45.18455837,45.88269426,41.44682007,41.24996386,44.33094275,41.23950553,38.52044969,36.05697539,34.6988796,33.77928067,31.21880078,33.63332906,35.55826935,37.57911569,37.64222827
Faroe Islands,FRO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.94345306,16.11287657,17.98483584,17.98026241,15.44330204,12.00590239,11.87821778,11.54363688,13.7781593,12.38523824,9.517319615,10.0025185,14.81371338,14.42546422,12.2216295,14.80160175,14.99254042,15.66437605,19.41050364,17.97885857,16.32000318,17.05140622,13.61710901,14.23424051,18.67476344
Fiji,FJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,37.84046693,33.00359712,30.30821918,29.0726817,26.52905199,26.40603567,24.35655995,25.13034411,21.56677678,22.04362801,22.37658221,23.33333333,23.47083509,23.57659515,21.40585733,20.09399032,19.71368223,20.28057128,17.96401515,18.57804922,16.62659634,13.90065083,16.38536919,18.95847301,20.89578215,17.63164525,19.64294163,17.95793434,18.25670421,17.57598559,17.01225768,17.91828963,17.1749612,17.30717729,14.81641039,14.37052824,16.40491859,14.98754304,13.01281233,13.31090991,12.51435385,12.34989666,12.07433135,12.37265712,11.88291024,10.69749506,10.0884444,9.381897376,9.217715572,9.675778707,10.11310699,8.098522702,7.871624085,10.66433364,10.53182736,10.90656398,11.2911598,14.3246147,15.27648106,12.64341175
Finland,FIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,9.799162169,9.30482677,8.661221468,8.253430235,8.131651039,8.580681582,7.662805054,7.770483377,7.566175239,7.242798354,6.877843592,6.5573509,5.280878965,5.195313009,5.220570258,5.396937082,4.825141831,4.278030714,4.372987352,4.186272025,3.797095861,3.44915412,3.42306894,2.899380779,2.886160925,2.953635977,2.764333324,2.672305807,2.535766298,2.379722597,2.278261186,2.001191461,2.380366918,2.205235117,2.253682317,2.418904769,2.321235568,2.314499321,2.367353331,2.398294804,2.25370769,2.310613375,2.315942042,2.386683914,2.349306673,2.452129492,2.43672805,2.355362793
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.53721655,9.079271295,9.832003655,8.828416465,7.98671472,7.788333202,7.593026344,7.567145011,7.322666175,6.67995657,6.627790418,6.066679982,6.776281736,6.775119084,5.412001834,4.813122149,4.559227033,4.316068408,4.170491314,4.133497401,3.60736658,3.5316725,4.0526358,3.595475564,3.358980524,3.337649088,3.234609549,3.088145442,2.849391763,3.124996866,3.136835031,2.614350946,2.59287717,2.295732756,2.400694316,2.444772231,2.404281518,2.344255815,2.362459834,2.236261411,2.098357551,2.107008191,2.010858852,1.850164289,1.822690944,1.680101704,1.518490643,1.612992953,1.515223,1.323161997,1.604028289,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.437114867,1.542414774,1.648876616,1.522459269,1.579493251,1.617229883,1.913650604
French Polynesia,PYF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.143249832,1.264654061,1.181404276,2.129430415,3.20891958,2.524033413,3.729960867,3.670735814,3.924086509,4.361029311,4.515121298,,,,,3.05963576,2.948036582,2.550766806,2.26578407,2.303021051,2.269670017,2.492380528,2.637705554,3.022173182,3.177711143,3.228458901,3.217080818,3.056499972,2.852400417,2.250478262,,,
Gabon,GAB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.18653896,35.211844,35.88546586,44.08357341,30.18042888,26.30630631,25.16556708,24.10181138,18.38133926,18.6215506,18.54749306,13.7963844,13.0875576,11.60769708,8.205542104,6.401386246,5.006257822,5.462184874,6.509643917,7.446478436,6.757355674,6.117198666,6.1233081,6.500037143,6.104613803,6.751082972,9.244930856,10.9925986,10.07617545,8.685885436,7.324447735,7.623666432,8.25138827,8.48423088,9.086015128,8.031674208,7.09283164,7.217522756,7.020793951,7.293625914,6.213624522,6.143932582,5.743861639,6.004020935,5.467291043,4.984638611,4.911200315,4.957830803,4.229842032,5.044169793,3.914454417,3.43228978,3.353697777,3.329080651,3.62120477,4.311629044,4.97313691,5.265764844,5.435952803,5.55443087,6.628146847,6.016489337,5.642207699
"Gambia, The",GMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,32.23559215,32.26371062,32.24489796,32.19978746,30.24323084,30.34934498,32.26351351,32.2265625,32.2147651,32.05282113,32.63915393,30.99635844,27.94363839,26.69293006,27.0185652,30.62806482,35.44931476,32.28870165,28.00503461,26.37806474,28.81144991,30.56124423,27.40434333,25.91604085,24.34255391,18.15887114,17.32568859,17.2064317,19.23072745,21.3587382,17.94588617,20.58034174,19.20353899,24.01224521,24.53228447,25.42563238,24.12493214,26.74829049,31.50261835,32.09063281,25.60022584,23.56619704,29.77571152,31.73422579,35.19324349,27.20242061,27.39357146,26.22212251,22.45883917,22.20888602,21.86137936,21.00189469,19.87159618,20.00404587,21.2440052,23.57926772,24.38939789
Georgia,GEO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,23.00884956,23.57723577,21.53846154,21.96969697,24.28571429,24.28571429,24.81751825,22.53521127,22.60273973,21.52777778,30,26.5625,52.3458445,,,,33.15238465,27.5066412,26.24400151,24.7217175,20.6020089,20.96194186,19.24087983,19.30150278,16.39506123,14.76994037,11.19877592,9.195706669,8.131628475,8.101301012,8.865986726,9.738871604,8.56565939,9.214786876,9.204236807,8.542060322,8.003273329,6.918609337,7.561590338,7.335486265,8.316548434,7.22731737,6.632355202
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.101526044,1.005428716,0.961568117,0.975540433,0.995455529,1.042167609,1.031384647,0.975317958,0.958397265,0.994789222,1.083432296,0.900496788,0.832259436,0.951063416,0.726955701,0.737585322,0.778860195,0.838330408,0.695334317,0.803696771,0.910022424,0.847918814,0.942643214,0.904547675,0.684691591,0.69843113,0.85174892,0.689090612,0.790850031,0.73895403,0.711937967,0.920163743
Ghana,GHA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,40.85155351,35.37634409,37.89260385,35.90909091,35.35598706,43.51978172,43.28063241,40.22606383,41.76470588,45.92703648,46.52501107,44.16,46.64298401,48.986004,51.13733906,47.66231308,50.56696292,56.20352952,60.71190317,59.96740132,57.92028377,53.08429488,57.34115279,59.73059912,49.24286945,44.89255148,47.77538996,50.60053619,49.61301223,48.96748127,44.84761747,45.51047588,44.77905722,36.93086439,37.79058598,38.7785905,38.95508303,35.78159763,36.01410731,35.77634379,35.27152196,35.24180012,35.14837706,36.5454059,37.95242609,37.45301293,28.33309599,27.29411448,29.40809676,30.99338421,28.03873796,23.66370497,22.13115469,20.36984254,19.58377313,19.9826506,20.84429292,19.56170992,18.13655032,17.3232302,18.85378266,19.65747352,19.5136382
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375806358,6.584926297,6.241635969,5.965048421,5.783494705,5.435248181,5.202702096,4.987113605,4.9997836,4.275407568,4.284223524,3.20123832,3.037347757,2.807249908,2.804954206,2.988332844,3.113751654,3.441068646,3.382602759,3.584133506,3.864703148,3.515340248,3.856388965,3.635408491,3.808589222,4.100226414,3.67679024,3.764522393
Greenland,GRL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87780223,16.4497605,16.94566893,16.24524913,14.33132201,14.72917501,11.58610316,13.39820997,14.58080363,16.1929018,15.02702344,17.33559025,17.03779039,18.41173856,19.05687534,18.4301491,18.47636866,17.44634012,17.48632268,
Grenada,GRD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,17.71684654,16.04286616,17.33926302,16.47868171,17.13314833,14.27336916,13.43497624,12.99707562,11.0659741,11.08749004,12.29947805,11.68847685,10.26973636,8.884794805,8.918703281,7.784764206,7.432770798,7.116571518,7.176464374,6.000852562,5.586352289,5.225801591,5.372240727,5.164160494,5.365900766,6.290519557,5.869748871,5.014335256,2.964078807,3.890554944,3.557082328,3.767331964,4.626424528,4.513051582,4.447361787,4.832197363,4.835455612,6.101891883,7.428526851,6.206326336,5.371543258,5.205439438,4.679512027,4.903077868,5.337845862,4.118123858
Guam,GUM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,28.73376361,28.51248292,27.41318197,27.92737038,27.29523885,27.31633929,27.69970274,28.28805025,27.89250631,27.89790694,28.04862723,27.29467495,26.30516098,25.84356321,25.38150623,24.84471931,24.98561168,25.12429592,25.34190606,25.62627111,25.8514989,25.61050306,25.97876971,25.8486267,25.63480004,25.87915982,25.73998176,25.28504804,24.86610042,24.4872664,24.15072354,24.05609994,23.72674188,23.43989883,23.04635982,22.82114793,14.17214684,14.17028685,13.4691279,13.0735433,12.58996769,11.44906829,11.63760793,11.33366489,11.8486079,11.23415169,11.25874275,10.72274975,10.3562211,10.0744835,9.967003032,9.661395473,9.696286632,9.435507565,9.408725551,9.926991862,9.298996817,9.306532549
Guinea,GIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31402556,17.96901937,15.96129996,16.16520701,16.93257204,12.52399281,11.35465885,11.92980059,13.83224406,12.70082579,11.93314228,13.79721531,14.51510358,14.74236694,14.39009805,14.91054634,14.83574304,14.25165288,15.98971803,15.28115949,15.58456636,16.81970923,15.98000719,16.36061888,17.48494873,16.06974963,16.83167319,17.54527212,17.52381638,18.47824054,17.58994666,20.52847331,22.94000926,26.42727681,26.13789757,27.31991763,27.31991763
Guinea-Bissau,GNB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,47.45551783,44.8506531,45.78122419,42.88252786,41.37979266,47.77200237,48.08970414,46.1544005,51.61292975,51.58866284,42.19533459,49.27083099,46.75967662,42.44116188,41.31734359,46.48738223,45.2492157,53.5091086,53.98621966,48.65899049,56.9360486,51.27630026,47.83461913,52.8446109,52.260198,51.7975866,54.24518424,31.65398684,37.05602157,36.2976754,36.95741607,36.76638755,35.27595899,36.80986237,36.97049888,40.39782482,39.4804222,38.16931914,38.25952181,39.15437405,37.95308892,37.56338967,38.08528951,38.66158135,34.82580688,35.15777855,36.34876491,36.35849209,32.54757089,32.79675019,33.34597854,33.03259686,33.63492164
